simplecov	0.7.1	http://github.com/colszowka/simplecov	4173075
sass-rails	3.2.5	https://github.com/rails/sass-rails	4166046
metaclass	0.0.1	http://github.com/floehopper/metaclass	4155742
mime-types	1.25	https://github.com/mime-types/ruby-mime-types/	4152123
rdoc	4.2.0	https://rdoc.github.io/rdoc	4144883
jquery-rails	3.0.4	https://github.com/rails/jquery-rails	4141654
daemons	1.2.3	https://github.com/thuehlinger/daemons	4140978
autoparse	0.3.3	http://autoparse.rubyforge.org/	4136252
atomic	1.1.14	http://github.com/ruby-concurrency/ruby-atomic	4094541
little-plugger	1.1.3	http://gemcutter.org/gems/little-plugger	4091854
nokogiri	1.5.11	http://nokogiri.org	4087455
rspec-mocks	3.3.2	https://github.com/rspec/rspec-mocks	4074669
rspec-core	3.3.2	https://github.com/rspec/rspec-core	4067296
coffee-script-source	1.8.0	http://jashkenas.github.com/coffee-script/	4063941
CFPropertyList	2.2.8	http://github.com/ckruse/CFPropertyList	4062455
hiera	1.3.4	https://github.com/puppetlabs/hiera	4050761
shellany	0.0.1		4044030
polyglot	0.3.4	http://github.com/cjheath/polyglot	4037312
rspec-expectations	3.1.2	https://github.com/rspec/rspec-expectations	4032504
mime-types	2.99	https://github.com/mime-types/ruby-mime-types/	4029590
thread_safe	0.1.3	https://github.com/ruby-concurrency/thread_safe	4024916
domain_name	0.5.25	https://github.com/knu/ruby-domain_name	4018359
state_machine	1.2.0	http://www.pluginaweek.org	4013079
fog-profitbricks	0.0.5	https://github.com/fog/fog-profitbricks	4004079
lumberjack	1.0.9	http://github.com/bdurand/lumberjack	3976826
sinatra	1.4.4	http://www.sinatrarb.com/	3971299
pry-rails	0.3.4	https://github.com/rweng/pry-rails	3947420
tilt	2.0.2	http://github.com/rtomayko/tilt/	3944322
uglifier	2.7.1	http://github.com/lautis/uglifier	3934626
chunky_png	1.3.4	http://wiki.github.com/wvanbergen/chunky_png	3933849
sfl	2.2	https://github.com/ujihisa/spawn-for-legacy	3925656
open4	1.3.4	https://github.com/ahoward/open4	3922947
rspec-mocks	2.14.6	https://github.com/rspec/rspec-mocks	3910399
ref	2.0.0	http://github.com/ruby-concurrency/ref	3908718
rack-protection	1.5.0	http://github.com/sinatra/rack-protection	3905802
tilt	2.0.5	http://github.com/rtomayko/tilt/	3901879
rspec-support	3.1.2	https://github.com/rspec/rspec-support	3891383
therubyracer	0.12.1	http://github.com/cowboyd/therubyracer	3880239
multi_json	1.7.2	http://github.com/intridea/multi_json	3877900
ffi	1.9.8	http://wiki.github.com/ffi/ffi	3870890
i18n	0.6.4	http://github.com/svenfuchs/i18n	3852133
sqlite3	1.3.11	https://github.com/sparklemotion/sqlite3-ruby	3850358
